No;DATA;HORA;INCIDENTE;SEXO;IDADE;MUNICÍPIO
41290653;01/01/2020;03:27;HOMICÍDIO DOLOSO;M;27;VILA VELHA
41291841;01/01/2020;08:10;HOMICÍDIO DOLOSO;M;39;SERRA
41292282;01/01/2020;09:38;HOMICÍDIO DOLOSO;M;44;BOA ESPERANCA
41292728;01/01/2020;10:49;HOMICÍDIO DOLOSO;M;42;BOM JESUS DO NORTE
41300399;02/01/2020;11:48;HOMICÍDIO DOLOSO;F;61;VILA VELHA
41300416;02/01/2020;11:51;HOMICÍDIO DOLOSO;M;;GUARAPARI
41304091;02/01/2020;18:46;HOMICÍDIO DOLOSO;M;36;VILA VELHA
41304611;02/01/2020;19:43;HOMICÍDIO DOLOSO;M;51;ECOPORANGA
41309912;03/01/2020;14:05;HOMICÍDIO DOLOSO;M;27;VILA VELHA
41309912;03/01/2020;14:05;HOMICÍDIO DOLOSO;M;24;VILA VELHA
41309504;03/01/2020;13:14;LATROCÍNIO;M;;VILA VELHA
41318068;04/01/2020;14:27;HOMICÍDIO DOLOSO;M;;VILA VELHA
41318816;04/01/2020;16:07;HOMICÍDIO DOLOSO;M;26;SERRA
41319061;04/01/2020;16:37;HOMICÍDIO DOLOSO;M;18;VIANA
41320926;04/01/2020;16:40;HOMICÍDIO DOLOSO;M;30;LINHARES
41321143;04/01/2020;20:52;HOMICÍDIO DOLOSO;M;21;ICONHA
41315147;04/01/2020;06:39;LATROCÍNIO;M;67;LINHARES
41326824;05/01/2020;15:59;HOMICÍDIO DOLOSO;M;25;VILA VELHA
41328219;05/01/2020;19:22;HOMICÍDIO DOLOSO;M;23;SERRA
41330188;06/01/2020;04:10;HOMICÍDIO DOLOSO;M;16;ARACRUZ
41334712;06/01/2020;15:28;HOMICÍDIO DOLOSO;M;45;SERRA
41335868;06/01/2020;17:33;HOMICÍDIO DOLOSO;M;18;CARIACICA
41338814;07/01/2020;00:30;HOMICÍDIO DOLOSO;M;36;VILA VALERIO
41338735;07/01/2020;01:40;HOMICÍDIO DOLOSO;M;;LINHARES
41345233;07/01/2020;14:30;HOMICÍDIO DOLOSO;M;;COLATINA
41353910;08/01/2020;19:21;HOMICÍDIO DOLOSO;M;46;CACHOEIRO DE ITAPE
41355239;08/01/2020;22:16;HOMICÍDIO DOLOSO;M;42;VIANA
41356666;09/01/2020;07:18;HOMICÍDIO DOLOSO;M;21;VILA VELHA
41362226;09/01/2020;18:53;HOMICÍDIO DOLOSO;F;29;GUARAPARI
41364559;10/01/2020;00:47;HOMICÍDIO DOLOSO;M;23;VILA VELHA
41364971;10/01/2020;03:35;HOMICÍDIO DOLOSO;M;29;ITAPEMIRIM
41365388;10/01/2020;07:10;HOMICÍDIO DOLOSO;M;28;JAGUARE
41367768;10/01/2020;12:38;HOMICÍDIO DOLOSO;M;;SERRA
41368940;10/01/2020;14:59;HOMICÍDIO DOLOSO;M;33;VIANA
41372849;10/01/2020;23:53;HOMICÍDIO DOLOSO;M;;SERRA
41372736;10/01/2020;23:32;HOMICÍDIO DOLOSO;M;33;ANCHIETA
41380483;11/01/2020;21:59;HOMICÍDIO DOLOSO;M;29;CARIACICA
41373397;11/01/2020;01:59;HOMICÍDIO DOLOSO;M;;SERRA
41385560;12/01/2020;00:00;HOMICÍDIO DOLOSO;M;24;LINHARES
41382405;12/01/2020;02:20;HOMICÍDIO DOLOSO;M;44;VILA VALERIO
41382322;12/01/2020;02:30;HOMICÍDIO DOLOSO;M;22;MANTENOPOLIS
41386091;12/01/2020;16:58;HOMICÍDIO DOLOSO;M;33;LINHARES
41387892;12/01/2020;20:41;HOMICÍDIO DOLOSO;M;17;CARIACICA
41388856;12/01/2020;22:51;HOMICÍDIO DOLOSO;M;62;LINHARES
41389261;13/01/2020;00:21;HOMICÍDIO DOLOSO;M;30;SAO MATEUS
41389480;13/01/2020;01:54;HOMICÍDIO DOLOSO;M;29;CARIACICA
41394911;13/01/2020;16:32;HOMICÍDIO DOLOSO;M;14;SERRA
41395145;13/01/2020;17:01;HOMICÍDIO DOLOSO;M;17;SERRA
41400310;14/01/2020;10:30;HOMICÍDIO DOLOSO;M;34;VILA VELHA
41413028;15/01/2020;20:16;HOMICÍDIO DOLOSO;M;19;GUARAPARI
41413560;15/01/2020;21:30;HOMICÍDIO DOLOSO;M;47;IUNA
41414293;15/01/2020;23:41;HOMICÍDIO DOLOSO;M;;SERRA
41419149;16/01/2020;15:42;HOMICÍDIO DOLOSO;M;25;SERRA
41420552;16/01/2020;18:00;HOMICÍDIO DOLOSO;M;51;SAO MATEUS
41422049;16/01/2020;21:40;HOMICÍDIO DOLOSO;F;;SERRA
41422049;16/01/2020;21:40;HOMICÍDIO DOLOSO;M;;SERRA
41419191;16/01/2020;15:47;HOMICÍDIO DOLOSO;F;39;ITAPEMIRIM
41423469;17/01/2020;06:34;HOMICÍDIO DOLOSO;M;;LINHARES
41425654;17/01/2020;11:58;HOMICÍDIO DOLOSO;M;16;SERRA
41428477;17/01/2020;17:43;HOMICÍDIO DOLOSO;M;25;VILA VELHA
41431479;17/01/2020;19:20;HOMICÍDIO DOLOSO;M;73;BAIXO GUANDU
41429996;17/01/2020;20:57;HOMICÍDIO DOLOSO;M;18;SERRA
41431306;17/01/2020;21:20;LATROCÍNIO;M;23;BARRA DE SAO FRANCI
41432331;18/01/2020;03:10;HOMICÍDIO DOLOSO;M;23;VILA VALERIO
41434772;18/01/2020;13:12;HOMICÍDIO DOLOSO;M;18;VILA VELHA
41439790;19/01/2020;01:21;HOMICÍDIO DOLOSO;F;40;FUNDAO
41439980;19/01/2020;02:08;HOMICÍDIO DOLOSO;M;28;VILA VELHA
41440568;19/01/2020;04:30;HOMICÍDIO DOLOSO;M;null;COLATINA
41447488;20/01/2020;01:10;HOMICÍDIO DOLOSO;M;37;BAIXO GUANDU
41447559;20/01/2020;03:43;HOMICÍDIO DOLOSO;M;32;SERRA
41447675;20/01/2020;05:12;HOMICÍDIO DOLOSO;M;18;CARIACICA
41447675;20/01/2020;05:12;HOMICÍDIO DOLOSO;M;15;CARIACICA
41453939;20/01/2020;19:46;HOMICÍDIO DOLOSO;M;32;CACHOEIRO DE ITAPE
41448354;20/01/2020;08:25;HOMICÍDIO DOLOSO;M;38;VILA VELHA
41463155;21/01/2020;09:50;HOMICÍDIO DOLOSO;M;24;MARATAIZES
41456932;21/01/2020;09:52;HOMICÍDIO DOLOSO;F;32;SANTA MARIA DE JETIB
41460449;21/01/2020;16:27;LATROCÍNIO;F;25;VILA VELHA
41463794;22/01/2020;03:43;HOMICÍDIO DOLOSO;M;21;SERRA
41464057;22/01/2020;06:24;HOMICÍDIO DOLOSO;M;51;SERRA
41466306;22/01/2020;12:14;HOMICÍDIO DOLOSO;M;25;VITORIA
41469303;22/01/2020;18:09;HOMICÍDIO DOLOSO;M;21;VITORIA
41473401;23/01/2020;10:54;HOMICÍDIO DOLOSO;M;25;LINHARES
41475547;23/01/2020;15:00;LATROCÍNIO;M;56;CACHOEIRO DE ITAPE
41479205;24/01/2020;00:14;HOMICÍDIO DOLOSO;M;33;CACHOEIRO DE ITAPE
41481468;24/01/2020;07:00;HOMICÍDIO DOLOSO;M;43;COLATINA
41494361;25/01/2020;20:41;HOMICÍDIO DOLOSO;M;22;SAO MATEUS
41496024;26/01/2020;01:54;HOMICÍDIO DOLOSO;M;;LINHARES
41503241;26/01/2020;19:30;HOMICÍDIO DOLOSO;M;null;BAIXO GUANDU
41504166;27/01/2020;05:26;HOMICÍDIO DOLOSO;M;26;VILA VELHA
41504166;27/01/2020;05:26;HOMICÍDIO DOLOSO;F;22;VILA VELHA
41510533;27/01/2020;17:15;HOMICÍDIO DOLOSO;M;32;COLATINA
41509662;27/01/2020;17:28;HOMICÍDIO DOLOSO;M;;CONCEICAO DA BARR
41508754;27/01/2020;15:45;HOMICÍDIO DOLOSO;M;32;AFONSO CLAUDIO
41513692;28/01/2020;07:30;HOMICÍDIO DOLOSO;F;36;PANCAS
41515693;28/01/2020;12:40;HOMICÍDIO DOLOSO;M;21;PINHEIROS
41517392;28/01/2020;18:04;HOMICÍDIO DOLOSO;M;22;VILA VELHA
41519540;28/01/2020;22:00;HOMICÍDIO DOLOSO;M;20;SAO GABRIEL DA PALH
41518964;29/01/2020;21:50;HOMICÍDIO DOLOSO;M;40;VARGEM ALTA
41534658;30/01/2020;21:15;HOMICÍDIO DOLOSO;M;;SERRA
41542289;31/01/2020;18:51;HOMICÍDIO DOLOSO;M;23;SERRA
41550418;01/02/2020;19:50;HOMICÍDIO DOLOSO;M;42;VILA VELHA
41552286;01/02/2020;00:06;HOMICÍDIO DOLOSO;M;37;JAGUARE
41298121;01/02/2020;03:37;HOMICÍDIO DOLOSO;M;35;CARIACICA
41551468;01/02/2020;19:30;HOMICÍDIO DOLOSO;M;42;BAIXO GUANDU
41557138;02/02/2020;00:00;HOMICÍDIO DOLOSO;M;null;ARACRUZ
41553535;02/02/2020;02:45;HOMICÍDIO DOLOSO;M;28;MARATAIZES
41554059;02/02/2020;08:19;HOMICÍDIO DOLOSO;M;48;ALEGRE
41558095;02/02/2020;19:26;HOMICÍDIO DOLOSO;M;23;LINHARES
41558252;02/02/2020;19:46;HOMICÍDIO DOLOSO;M;25;CARIACICA
41559816;02/02/2020;23:49;HOMICÍDIO DOLOSO;M;32;VITORIA
41558095;02/02/2020;19:26;HOMICÍDIO DOLOSO;M;16;LINHARES
41557457;02/02/2020;17:55;HOMICÍDIO DOLOSO;M;51;BARRA DE SAO FRANCI
41553272;02/02/2020;03:41;LATROCÍNIO;M;18;PEDRO CANARIO
41560688;03/02/2020;07:00;HOMICÍDIO DOLOSO;M;34;CARIACICA
41561014;03/02/2020;08:14;HOMICÍDIO DOLOSO;M;28;RIO NOVO DO SUL
41564255;03/02/2020;14:15;HOMICÍDIO DOLOSO;M;18;CARIACICA
41566534;03/02/2020;14:20;HOMICÍDIO DOLOSO;M;31;BAIXO GUANDU
41568550;03/02/2020;23:14;HOMICÍDIO DOLOSO;M;16;CACHOEIRO DE ITAPE
41568696;03/02/2020;23:53;HOMICÍDIO DOLOSO;M;42;SERRA
41560688;03/02/2020;07:00;HOMICÍDIO DOLOSO;M;23;CARIACICA
41569445;04/02/2020;06:55;HOMICÍDIO DOLOSO;M;48;DORES DO RIO PRETO
41570694;04/02/2020;10:06;HOMICÍDIO DOLOSO;M;20;LINHARES
41588947;06/02/2020;12:12;HOMICÍDIO DOLOSO;M;20;SERRA
41592811;06/02/2020;19:30;HOMICÍDIO DOLOSO;M;31;CARIACICA
41609548;08/02/2020;18:52;HOMICÍDIO DOLOSO;M;25;VILA VELHA
41610608;08/02/2020;21:29;HOMICÍDIO DOLOSO;M;22;SERRA
41603383;08/02/2020;23:21;HOMICÍDIO DOLOSO;F;38;ANCHIETA
41609548;08/02/2020;00:00;HOMICÍDIO DOLOSO;M;26;VILA VELHA
41615129;09/02/2020;13:35;HOMICÍDIO DOLOSO;M;50;VITORIA
41617208;09/02/2020;18:38;HOMICÍDIO DOLOSO;M;22;SERRA
41618187;09/02/2020;20:37;HOMICÍDIO DOLOSO;M;17;SERRA
41618187;09/02/2020;20:37;HOMICÍDIO DOLOSO;M;28;SERRA
41618253;09/02/2020;20:44;HOMICÍDIO DOLOSO;F;3;VILA VELHA
41633524;09/02/2020;14:00;HOMICÍDIO DOLOSO;F;21;SANTA TERESA
41619469;10/02/2020;00:22;HOMICÍDIO DOLOSO;M;;SERRA
41619776;10/02/2020;02:33;HOMICÍDIO DOLOSO;M;26;CARIACICA
41620624;10/02/2020;08:33;HOMICÍDIO DOLOSO;M;22;LINHARES
41623575;10/02/2020;14:30;HOMICÍDIO DOLOSO;M;56;LINHARES
41636142;11/02/2020;00:00;HOMICÍDIO DOLOSO;M;31;CARIACICA
41633577;11/02/2020;17:17;HOMICÍDIO DOLOSO;M;33;VITORIA
41634298;11/02/2020;18:44;HOMICÍDIO DOLOSO;M;34;VILA VELHA
41652671;13/02/2020;22:32;HOMICÍDIO DOLOSO;M;36;SERRA
41659785;14/02/2020;19:19;HOMICÍDIO DOLOSO;M;29;GUARAPARI
41662293;15/02/2020;03:55;HOMICÍDIO DOLOSO;M;null;VILA PAVAO
41662293;15/02/2020;03:55;HOMICÍDIO DOLOSO;F;null;VILA PAVAO
41662160;15/02/2020;04:19;HOMICÍDIO DOLOSO;M;17;IBATIBA
41662288;15/02/2020;05:18;HOMICÍDIO DOLOSO;M;18;CARIACICA
41662288;15/02/2020;05:11;HOMICÍDIO DOLOSO;M;;CARIACICA
41666368;15/02/2020;17:18;HOMICÍDIO DOLOSO;M;43;VILA VELHA
41667899;15/02/2020;20:31;HOMICÍDIO DOLOSO;M;21;SERRA
41671020;16/02/2020;07:05;HOMICÍDIO DOLOSO;F;29;CONCEICAO DA BARR
41673153;16/02/2020;07:30;HOMICÍDIO DOLOSO;M;58;BAIXO GUANDU
41673719;16/02/2020;15:49;HOMICÍDIO DOLOSO;M;52;ITARANA
41674400;16/02/2020;17:17;HOMICÍDIO DOLOSO;M;22;COLATINA
41674364;16/02/2020;17:27;HOMICÍDIO DOLOSO;M;26;VITORIA
41676201;16/02/2020;21:19;HOMICÍDIO DOLOSO;M;24;CARIACICA
41682259;17/02/2020;06:40;HOMICÍDIO DOLOSO;M;null;PINHEIROS
41685229;17/02/2020;21:08;HOMICÍDIO DOLOSO;M;28;VILA VELHA
41685892;17/02/2020;22:40;HOMICÍDIO DOLOSO;M;19;CARIACICA
41685969;17/02/2020;22:54;HOMICÍDIO DOLOSO;M;21;SERRA
41683730;17/02/2020;17:46;LATROCÍNIO;M;;VILA VELHA
41678331;17/02/2020;06:00;LATROCÍNIO;M; ;BAIXO GUANDU
41686759;18/02/2020;05:34;HOMICÍDIO DOLOSO;F;;SERRA
41687330;18/02/2020;08:12;HOMICÍDIO DOLOSO;M;41;SAO MATEUS
41693527;18/02/2020;20:54;HOMICÍDIO DOLOSO;M;34;VILA VELHA
41695106;19/02/2020;05:40;HOMICÍDIO DOLOSO;M;48;CONCEICAO DO CAST
41697413;19/02/2020;06:30;HOMICÍDIO DOLOSO;M;43;PANCAS
41708055;20/02/2020;16:42;HOMICÍDIO DOLOSO;M;57;CARIACICA
41710453;20/02/2020;22:08;HOMICÍDIO DOLOSO;M;;SERRA
41703570;20/02/2020;07:15;LATROCÍNIO;M;;CONCEICAO DA BARR
41710320;20/02/2020;21:48;LATROCÍNIO;M;41;PRESIDENTE KENNEDY
41711397;21/02/2020;01:38;HOMICÍDIO DOLOSO;M;34;CARIACICA
41712111;21/02/2020;07:51;HOMICÍDIO DOLOSO;M;;IBIRACU
41718203;21/02/2020;20:13;HOMICÍDIO DOLOSO;M;;SOORETAMA
41714945;21/02/2020;13:51;HOMICÍDIO DOLOSO;M;25;SERRA
41711225;21/02/2020;00:45;HOMICÍDIO DOLOSO;M;33;IBIRACU
41723235;22/02/2020;12:44;HOMICÍDIO DOLOSO;M;49;SERRA
41724851;22/02/2020;16:12;HOMICÍDIO DOLOSO;M;23;CACHOEIRO DE ITAPE
41727751;22/02/2020;22:21;HOMICÍDIO DOLOSO;M;19;VITORIA
41728988;23/02/2020;00:07;HOMICÍDIO DOLOSO;M;17;VILA VELHA
41730737;23/02/2020;10:46;HOMICÍDIO DOLOSO;M;;SERRA
41731796;23/02/2020;14:09;HOMICÍDIO DOLOSO;M;68;GUARAPARI
41731931;23/02/2020;14:35;HOMICÍDIO DOLOSO;M;18;SERRA
41732305;23/02/2020;15:24;HOMICÍDIO DOLOSO;M;41;CARIACICA
41736490;24/02/2020;02:54;HOMICÍDIO DOLOSO;M;32;MONTANHA
41739419;24/02/2020;14:39;HOMICÍDIO DOLOSO;M;35;VILA VELHA
41735783;24/02/2020;00:09;HOMICÍDIO DOLOSO;M;20;CONCEICAO DA BARR
41744073;25/02/2020;02:39;HOMICÍDIO DOLOSO;M;32;SAO MATEUS
41745711;25/02/2020;10:46;HOMICÍDIO DOLOSO;M;75;LINHARES
41747694;25/02/2020;11:42;HOMICÍDIO DOLOSO;M;66;BARRA DE SAO FRANCI
41750892;25/02/2020;15:30;HOMICÍDIO DOLOSO;M;51;NOVA VENECIA
41747574;25/02/2020;15:40;HOMICÍDIO DOLOSO;M;24;SOORETAMA
41750666;25/02/2020;22:20;HOMICÍDIO DOLOSO;F;22;VILA VELHA
41750682;25/02/2020;22:21;HOMICÍDIO DOLOSO;M;15;CARIACICA
41751080;25/02/2020;23:28;LATROCÍNIO;M;19;GUARAPARI
41751681;26/02/2020;01:20;HOMICÍDIO DOLOSO;M;24;MARATAIZES
41752235;26/02/2020;03:36;HOMICÍDIO DOLOSO;M;19;CARIACICA
41752235;26/02/2020;03:36;HOMICÍDIO DOLOSO;M;23;CARIACICA
41753845;26/02/2020;10:53;HOMICÍDIO DOLOSO;M;54;CARIACICA
41758093;26/02/2020;20:44;HOMICÍDIO DOLOSO;M;;BREJETUBA
41758093;26/02/2020;22:20;HOMICÍDIO DOLOSO;F;43;BREJETUBA
41764889;27/02/2020;16:52;HOMICÍDIO DOLOSO;M;18;SERRA
41765723;27/02/2020;18:27;HOMICÍDIO DOLOSO;M;34;SAO MATEUS
41765959;27/02/2020;18:50;HOMICÍDIO DOLOSO;M;15;CACHOEIRO DE ITAPE
41766595;27/02/2020;20:15;HOMICÍDIO DOLOSO;M;65;FUNDAO
41762334;27/02/2020;12:17;HOMICÍDIO DOLOSO;M;;LINHARES
41768536;28/02/2020;05:34;HOMICÍDIO DOLOSO;M;17;SERRA
41768655;28/02/2020;06:40;HOMICÍDIO DOLOSO;M;24;SERRA
41768872;28/02/2020;07:54;HOMICÍDIO DOLOSO;F;33;CACHOEIRO DE ITAPE
41775186;28/02/2020;20:35;HOMICÍDIO DOLOSO;M;18;SERRA
41775606;28/02/2020;21:25;HOMICÍDIO DOLOSO;M;20;VIANA
41776856;29/02/2020;01:31;HOMICÍDIO DOLOSO;M;23;SERRA
41776961;29/02/2020;02:03;HOMICÍDIO DOLOSO;M;23;LINHARES
41778916;29/02/2020;11:38;HOMICÍDIO DOLOSO;M;18;SERRA
41782004;29/02/2020;19:27;HOMICÍDIO DOLOSO;M;16;VILA VELHA
41784654;01/03/2020;01:34;HOMICÍDIO DOLOSO;M;30;CARIACICA
41785480;01/03/2020;04:30;HOMICÍDIO DOLOSO;M;21;ECOPORANGA
41788177;01/03/2020;15:44;HOMICÍDIO DOLOSO;M;23;SERRA
41792554;02/03/2020;07:00;HOMICÍDIO DOLOSO;M;;VILA VELHA
41799267;02/03/2020;17:00;HOMICÍDIO DOLOSO;M;17;NOVA VENECIA
41792975;02/03/2020;08:24;LATROCÍNIO;M;3O7RTE;LINHARES
41801582;03/03/2020;08:44;HOMICÍDIO DOLOSO;M;15;VILA VELHA
41805378;03/03/2020;16:04;HOMICÍDIO DOLOSO;M;33;PEDRO CANARIO
41806239;03/03/2020;17:39;HOMICÍDIO DOLOSO;M;18;VITORIA
41802675;03/03/2020;00:00;HOMICÍDIO DOLOSO;M;null;VILA VALERIO
41817404;05/03/2020;00:00;HOMICÍDIO DOLOSO;M;23;VITORIA
41816916;05/03/2020;01:10;HOMICÍDIO DOLOSO;F;42;CONCEICAO DA BARR
41819792;05/03/2020;12:47;HOMICÍDIO DOLOSO;M;24;CARIACICA
41820459;05/03/2020;14:19;HOMICÍDIO DOLOSO;M;21;VILA VELHA
41823629;05/03/2020;00:00;HOMICÍDIO DOLOSO;M;32;VILA VELHA
41825358;06/03/2020;07:33;HOMICÍDIO DOLOSO;F;67;JAGUARE
41833881;07/03/2020;07:04;HOMICÍDIO DOLOSO;M;34;GUARAPARI
41834362;07/03/2020;09:18;HOMICÍDIO DOLOSO;M;19;SERRA
41836255;07/03/2020;14:36;HOMICÍDIO DOLOSO;M;24;SERRA
41837616;07/03/2020;18:28;HOMICÍDIO DOLOSO;M;;SERRA
41838186;07/03/2020;19:47;HOMICÍDIO DOLOSO;M;18;VILA VELHA
41840673;08/03/2020;01:00;HOMICÍDIO DOLOSO;M;19;PINHEIROS
41841155;08/03/2020;06:55;HOMICÍDIO DOLOSO;M;22;CARIACICA
41841272;08/03/2020;07:29;HOMICÍDIO DOLOSO;M;22;CARIACICA
41842220;08/03/2020;11:23;HOMICÍDIO DOLOSO;M;19;SERRA
41844054;08/03/2020;16:39;HOMICÍDIO DOLOSO;M;19;CARIACICA
41844692;08/03/2020;18:06;HOMICÍDIO DOLOSO;M;20;CARIACICA
41845494;08/03/2020;20:04;HOMICÍDIO DOLOSO;M;22;LARANJA DA TERRA
41853143;09/03/2020;08:00;HOMICÍDIO DOLOSO;F;28;CACHOEIRO DE ITAPE
41848861;09/03/2020;09:54;HOMICÍDIO DOLOSO;M;19;ARACRUZ
41852140;09/03/2020;15:56;HOMICÍDIO DOLOSO;M;20;VILA VELHA
41853704;09/03/2020;18:55;HOMICÍDIO DOLOSO;M;28;SAO MATEUS
41851720;09/03/2020;13:50;LATROCÍNIO;F;15;SAO MATEUS
41856470;10/03/2020;07:11;HOMICÍDIO DOLOSO;M;17;CARIACICA
41863645;10/03/2020;22:32;HOMICÍDIO DOLOSO;M;28;CACHOEIRO DE ITAPE
41864097;10/03/2020;23:59;LATROCÍNIO;M;5O0RTE;SERRA
41864186;11/03/2020;00:18;HOMICÍDIO DOLOSO;M;30;SERRA
41865195;11/03/2020;06:44;HOMICÍDIO DOLOSO;M;36;SAO MATEUS
41870962;11/03/2020;19:25;HOMICÍDIO DOLOSO;M;21;SERRA
41874985;12/03/2020;11:30;HOMICÍDIO DOLOSO;M;34;FUNDAO
41882067;13/03/2020;08:44;HOMICÍDIO DOLOSO;M;null;VILA VELHA
41888229;13/03/2020;21:16;HOMICÍDIO DOLOSO;M;21;SERRA
41888440;13/03/2020;21:50;HOMICÍDIO DOLOSO;M;17;LINHARES
41882067;13/03/2020;08:44;HOMICÍDIO DOLOSO;F;36;VILA VELHA
41889867;14/03/2020;00:00;HOMICÍDIO DOLOSO;M;20;VILA VELHA
41889787;14/03/2020;02:46;HOMICÍDIO DOLOSO;M;36;LINHARES
41890290;14/03/2020;06:15;HOMICÍDIO DOLOSO;M;;CARIACICA
41892160;14/03/2020;12:49;HOMICÍDIO DOLOSO;M;22;VILA VELHA
41893966;14/03/2020;17:15;HOMICÍDIO DOLOSO;M;17;CARIACICA
41895757;14/03/2020;21:16;HOMICÍDIO DOLOSO;M;32;JAGUARE
41896065;14/03/2020;22:00;HOMICÍDIO DOLOSO;M;23;CARIACICA
41895107;14/03/2020;19:41;HOMICÍDIO DOLOSO;M;29;CARIACICA
41898574;15/03/2020;08:52;HOMICÍDIO DOLOSO;M;17;VILA VELHA
41899574;15/03/2020;12:15;HOMICÍDIO DOLOSO;M;17;VILA VELHA
41899804;15/03/2020;13:01;HOMICÍDIO DOLOSO;F;;VITORIA
41903318;15/03/2020;22:15;HOMICÍDIO DOLOSO;M;15;CARIACICA
41903361;15/03/2020;22:20;HOMICÍDIO DOLOSO;M;29;CARIACICA
41904436;16/03/2020;00:00;HOMICÍDIO DOLOSO;M;38;VILA VELHA
41906570;16/03/2020;11:38;HOMICÍDIO DOLOSO;M;17;PEDRO CANARIO
41908116;16/03/2020;14:47;HOMICÍDIO DOLOSO;M;35;FUNDAO
41910238;16/03/2020;18:27;HOMICÍDIO DOLOSO;M;45;CARIACICA
41899804;16/03/2020;13:01;HOMICÍDIO DOLOSO;M;18;VITORIA
41905602;16/03/2020;09:53;HOMICÍDIO DOLOSO;M;47;SERRA
41912316;17/03/2020;00:33;HOMICÍDIO DOLOSO;M;22;VITORIA
41912416;17/03/2020;01:08;HOMICÍDIO DOLOSO;M;21;CARIACICA
41912701;17/03/2020;05:27;HOMICÍDIO DOLOSO;M;21;CARIACICA
41920064;17/03/2020;22:43;HOMICÍDIO DOLOSO;M;26;GUARAPARI
41920976;18/03/2020;06:22;HOMICÍDIO DOLOSO;M;20;CARIACICA
41921360;18/03/2020;08:15;HOMICÍDIO DOLOSO;M;;ANCHIETA
41921360;18/03/2020;08:18;HOMICÍDIO DOLOSO;M;null;ANCHIETA
41926854;18/03/2020;19:40;HOMICÍDIO DOLOSO;F;19;VITORIA
41928119;18/03/2020;21:50;HOMICÍDIO DOLOSO;M;22;NOVA VENECIA
41925586;18/03/2020;16:51;LATROCÍNIO;M;null;SERRA
41924397;18/03/2020;14:50;LESÃO CORPORAL SEGUI;M;4O1RTE;LINHARES
41932689;19/03/2020;15:08;HOMICÍDIO DOLOSO;M;43;GUACUI
41934158;19/03/2020;18:03;HOMICÍDIO DOLOSO;M;43;SAO MATEUS
41935738;19/03/2020;21:31;HOMICÍDIO DOLOSO;M;20;CACHOEIRO DE ITAPE
41929072;19/03/2020;05:53;LATROCÍNIO;M;62;VILA VELHA
41936792;20/03/2020;01:02;HOMICÍDIO DOLOSO;M;33;CARIACICA
41940386;20/03/2020;10:20;HOMICÍDIO DOLOSO;M;53;SERRA
41939630;20/03/2020;12:26;HOMICÍDIO DOLOSO;M;19;VILA VELHA
41940017;20/03/2020;13:21;HOMICÍDIO DOLOSO;M;43;LINHARES
41941882;20/03/2020;17:12;HOMICÍDIO DOLOSO;M;55;MARATAIZES
41943848;20/03/2020;21:50;HOMICÍDIO DOLOSO;M;21;SERRA
41944439;20/03/2020;23:25;HOMICÍDIO DOLOSO;M;25;VILA VELHA
41944439;20/03/2020;23:25;HOMICÍDIO DOLOSO;M;21;VILA VELHA
41937287;20/03/2020;05:40;LATROCÍNIO;M;45;SERRA
41948161;21/03/2020;13:48;HOMICÍDIO DOLOSO;M;17;SERRA
41950440;21/03/2020;18:32;HOMICÍDIO DOLOSO;M;27;CARIACICA
41951195;21/03/2020;20:30;HOMICÍDIO DOLOSO;M;34;CARIACICA
41951423;21/03/2020;21:08;HOMICÍDIO DOLOSO;M;47;CARIACICA
41952491;21/03/2020;23:55;HOMICÍDIO DOLOSO;M;19;SERRA
41958070;22/03/2020;00:00;HOMICÍDIO DOLOSO;M;22;GUARAPARI
41953061;22/03/2020;02:01;HOMICÍDIO DOLOSO;M;22;SERRA
41953061;22/03/2020;02:01;HOMICÍDIO DOLOSO;M;19;SERRA
41953753;22/03/2020;06:54;HOMICÍDIO DOLOSO;M;22;VILA VELHA
41955358;22/03/2020;12:08;HOMICÍDIO DOLOSO;M;21;SERRA
41958807;22/03/2020;19:39;HOMICÍDIO DOLOSO;M;37;SOORETAMA
41959525;22/03/2020;21:21;HOMICÍDIO DOLOSO;M;23;CARIACICA
41959830;22/03/2020;22:56;HOMICÍDIO DOLOSO;M;41;MIMOSO DO SUL
41959911;22/03/2020;22:28;HOMICÍDIO DOLOSO;M;30;LINHARES
41953068;22/03/2020;02:03;HOMICÍDIO DOLOSO;M;32;CARIACICA
41957825;22/03/2020;17:36;LATROCÍNIO;F;27;VILA VELHA
41962836;23/03/2020;12:04;HOMICÍDIO DOLOSO;M;32;CARIACICA
41963122;23/03/2020;12:48;HOMICÍDIO DOLOSO;F;37;CONCEICAO DO CAST
41967273;23/03/2020;22:46;HOMICÍDIO DOLOSO;M;21;CARIACICA
41957726;23/03/2020;17:24;HOMICÍDIO DOLOSO;M;;VITORIA
41962224;23/03/2020;10:33;LATROCÍNIO;M;64;PEDRO CANARIO
41968010;24/03/2020;04:32;HOMICÍDIO DOLOSO;F;19;CARIACICA
41970282;24/03/2020;12:24;HOMICÍDIO DOLOSO;F;30;FUNDAO
41936564;24/03/2020;23:53;HOMICÍDIO DOLOSO;M;19;VILA VELHA
41968761;24/03/2020;08:58;HOMICÍDIO DOLOSO;F;40;RIO BANANAL
41974460;25/03/2020;00:06;HOMICÍDIO DOLOSO;M;32;CACHOEIRO DE ITAPE
41977767;25/03/2020;07:40;HOMICÍDIO DOLOSO;M;41;ECOPORANGA
